Incidencia,Virulencia,P-hosp,Letalidad,Acumulado hosp,sDist,N decesos infeccion,N decesos hosp,Acumulado defunciones,atpi,Escenario
0.338974487,0.188946332,0.076542098,0.034055473,4080,1843314441,525,305,830,44748192,NvProp Bajo
0.343998568,0.192163502,0.077518807,0.035312613,4194,1838214796,573,303,876,45581802,NvProp Bajo
0.342304591,0.187289089,0.075968735,0.035071509,4121,1839213220,541,332,873,45389882,NvProp Bajo
0.343221898,0.19186849,0.077035824,0.035010666,4047,1843966275,540,297,837,44400106,NvProp Bajo
0.345812353,0.189858303,0.077288898,0.033672982,4193,1838774749,577,269,846,45754972,NvProp Bajo
0.343803751,0.190248256,0.077474892,0.033749797,4158,1843198240,532,300,832,44982489,NvProp Bajo
0.343921867,0.191832239,0.077633494,0.035086288,4161,1841152066,541,319,860,45529311,NvProp Bajo
0.340222514,0.189308125,0.077423711,0.031741504,4128,1846145443,518,261,779,44485895,NvProp Bajo
0.345817704,0.187747977,0.076474542,0.032137756,4210,1843589004,522,288,810,45403996,NvProp Bajo
0.343436733,0.19101169,0.077669184,0.033615145,4196,1843411541,526,305,831,45174938,NvProp Bajo
0.342449367,0.188899123,0.077514366,0.032918185,4195,1839381142,522,300,822,45453476,NvProp Bajo
0.345488304,0.18824998,0.07640726,0.032254168,4159,1840569597,516,285,801,44994209,NvProp Bajo
0.344436671,0.190229157,0.077310233,0.0327601,4132,1843833547,525,277,802,44507080,NvProp Bajo
0.343633535,0.190023056,0.077045441,0.032655628,4020,1847425170,513,266,779,43333860,NvProp Bajo
0.345463513,0.190191726,0.076991183,0.033138244,4174,1838487922,538,283,821,45364209,NvProp Bajo
0.344932133,0.187703436,0.07603403,0.03222825,4138,1842226402,533,269,802,45201832,NvProp Bajo
0.342875549,0.188359746,0.076893197,0.033504947,4157,1840003180,526,307,833,45281798,NvProp Bajo
0.342982709,0.192778384,0.078711886,0.033765499,4231,1842216292,542,294,836,45290274,NvProp Bajo
0.34393106,0.192053247,0.077976059,0.03356192,4221,1843898897,540,292,832,45106423,NvProp Bajo
0.342788988,0.187805673,0.075971864,0.033868601,4061,1841648858,547,284,831,44883026,NvProp Bajo
